Taxon,Prefixed_Taxon,Dataset,Species,Category,Alt Name,Coverage
SC213R,282set_SC213R,282-2x, Z. mays spp. Mays, Improved,,1.583190619
SC357,282set_SC357,282-2x, Z. mays spp. Mays, Improved,,3.219294652
SC55,282set_SC55,282-2x, Z. mays spp. Mays, Improved,,2.354947461
SD40,282set_SD40,282-2x, Z. mays spp. Mays, Improved,,2.255113833
SD44,282set_SD44,282-2x, Z. mays spp. Mays, Improved,,0.605334971
Sg1533,282set_Sg1533,282-2x, Z. mays spp. Mays, Improved,,3.073451374
Sg18,282set_Sg18,282-2x, Z. mays spp. Mays, Improved,,1.768855886
T232,282set_T232,282-2x, Z. mays spp. Mays, Improved,,1.285198684
T234,282set_T234,282-2x, Z. mays spp. Mays, Improved,,2.956171957
T8,282set_T8,282-2x, Z. mays spp. Mays, Improved,,2.666551411
Tx303,282set_Tx303,282-2x, Z. mays spp. Mays, Improved,,2.40493577
Tx601,282set_Tx601,282-2x, Z. mays spp. Mays, Improved,,1.614637354
Tzi10,282set_Tzi10,282-2x, Z. mays spp. Mays, Improved,,2.593884201
Tzi11,282set_Tzi11,282-2x, Z. mays spp. Mays, Improved,,2.702154511
Tzi16,282set_Tzi16,282-2x, Z. mays spp. Mays, Improved,,3.263957963
Tzi18,282set_Tzi18,282-2x, Z. mays spp. Mays, Improved,,3.49225959
Tzi25,282set_Tzi25,282-2x, Z. mays spp. Mays, Improved,,2.668129296
Tzi8,282set_Tzi8,282-2x, Z. mays spp. Mays, Improved,,1.729409828
Tzi9,282set_Tzi9,282-2x, Z. mays spp. Mays, Improved,,2.170304317
U267Y,282set_U267Y,282-2x, Z. mays spp. Mays, Improved,,2.620023913
VA102,282set_VA102,282-2x, Z. mays spp. Mays, Improved,,1.942331777
Va14,282set_Va14,282-2x, Z. mays spp. Mays, Improved,,0.543421557
Va17,282set_Va17,282-2x, Z. mays spp. Mays, Improved,,1.73234343
Va22,282set_Va22,282-2x, Z. mays spp. Mays, Improved,,1.414434726
Va26,282set_Va26,282-2x, Z. mays spp. Mays, Improved,,1.828577568
Va35,282set_Va35,282-2x, Z. mays spp. Mays, Improved,,1.676252313
Va59,282set_Va59,282-2x, Z. mays spp. Mays, Improved,,2.825823585
Va85,282set_Va85,282-2x, Z. mays spp. Mays, Improved,,1.422988942
Va99,282set_Va99,282-2x, Z. mays spp. Mays, Improved,,1.484486121
VaW6,282set_VaW6,282-2x, Z. mays spp. Mays, Improved,,6.571527484
W117Ht,282set_W117Ht,282-2x, Z. mays spp. Mays, Improved,,1.038049237
W153R,282set_W153R,282-2x, Z. mays spp. Mays, Improved,,1.254650334
W182B,282set_W182B,282-2x, Z. mays spp. Mays, Improved,,1.448621651
W22,282set_W22,282-2x, Z. mays spp. Mays, Improved,,5.042281681
W64A,282set_W64A,282-2x, Z. mays spp. Mays, Improved,,3.141270595
Wf9,282set_Wf9,282-2x, Z. mays spp. Mays, Improved,,1.803658103
Yu796,282set_Yu796,282-2x, Z. mays spp. Mays, Improved,,2.010165966
4226,282set_4226,282-4x, Z. mays spp. Mays, Improved,,3.017575043
4722,282set_4722,282-4x, Z. mays spp. Mays, Improved,,3.094609957
33-16,282set_33-16,282-4x, Z. mays spp. Mays, Improved,,2.605223348
38-11Goodman-Buckler,282set_38-11Goodman-Buckler,282-4x, Z. mays spp. Mays, Improved,,3.225013304
A188,282set_A188,282-4x, Z. mays spp. Mays, Improved,,5.426135478
A214NGoodman-Buckler,282set_A214NGoodman-Buckler,282-4x, Z. mays spp. Mays, Improved,,3.962627348
A239,282set_A239,282-4x, Z. mays spp. Mays, Improved,,2.024011957
A441-5,282set_A441-5,282-4x, Z. mays spp. Mays, Improved,,2.122428522
A554,282set_A554,282-4x, Z. mays spp. Mays, Improved,,3.180744652
A556,282set_A556,282-4x, Z. mays spp. Mays, Improved,,2.296512261
A6,282set_A6,282-4x, Z. mays spp. Mays, Improved,,4.291824913
A619,282set_A619,282-4x, Z. mays spp. Mays, Improved,,4.12287013
A632,282set_A632,282-4x, Z. mays spp. Mays, Improved,,4.651062522
A634,282set_A634,282-4x, Z. mays spp. Mays, Improved,,5.100907826
A635,282set_A635,282-4x, Z. mays spp. Mays, Improved,,4.215797609
A641,282set_A641,282-4x, Z. mays spp. Mays, Improved,,5.162047435
A654,282set_A654,282-4x, Z. mays spp. Mays, Improved,,3.542838261
A659,282set_A659,282-4x, Z. mays spp. Mays, Improved,,0.598855304
A661,282set_A661,282-4x, Z. mays spp. Mays, Improved,,3.847335913
A679,282set_A679,282-4x, Z. mays spp. Mays, Improved,,4.85068513
A680,282set_A680,282-4x, Z. mays spp. Mays, Improved,,4.760047174
A682,282set_A682,282-4x, Z. mays spp. Mays, Improved,,4.377506739
Ab28A,282set_Ab28A,282-4x, Z. mays spp. Mays, Improved,,2.132573739
B10,282set_B10,282-4x, Z. mays spp. Mays, Improved,,4.65780313
B103,282set_B103,282-4x, Z. mays spp. Mays, Improved,,5.22424513
B104,282set_B104,282-4x, Z. mays spp. Mays, Improved,,5.218356652
B105,282set_B105,282-4x, Z. mays spp. Mays, Improved,,3.181914783
B109,282set_B109,282-4x, Z. mays spp. Mays, Improved,,4.464708522
B14A,282set_B14A,282-4x, Z. mays spp. Mays, Improved,,2.681912217
B164,282set_B164,282-4x, Z. mays spp. Mays, Improved,,33.32230213
B2,282set_B2,282-4x, Z. mays spp. Mays, Improved,,1.90959913
B37,282set_B37,282-4x, Z. mays spp. Mays, Improved,,5.30813087
B46,282set_B46,282-4x, Z. mays spp. Mays, Improved,,4.078779652
B52,282set_B52,282-4x, Z. mays spp. Mays, Improved,,2.122578522
B57,282set_B57,282-4x, Z. mays spp. Mays, Improved,,1.84946087
B64,282set_B64,282-4x, Z. mays spp. Mays, Improved,,4.56864287
B68,282set_B68,282-4x, Z. mays spp. Mays, Improved,,5.274778565
B73,282set_B73,282-4x, Z. mays spp. Mays, Improved,,4.892788043
B73Htrhm,282set_B73Htrhm,282-4x, Z. mays spp. Mays, Improved,,4.016476565
B75,282set_B75,282-4x, Z. mays spp. Mays, Improved,,2.546061
B76,282set_B76,282-4x, Z. mays spp. Mays, Improved,,6.031963696
B77,282set_B77,282-4x, Z. mays spp. Mays, Improved,,2.540589261
B79,282set_B79,282-4x, Z. mays spp. Mays, Improved,,5.814935348
B84,282set_B84,282-4x, Z. mays spp. Mays, Improved,,5.963322913
B97,282set_B97,282-4x, Z. mays spp. Mays, Improved,,8.69781013
C103,282set_C103,282-4x, Z. mays spp. Mays, Improved,,5.026117957
C123,282set_C123,282-4x, Z. mays spp. Mays, Improved,,2.455882957
C49A,282set_C49A,282-4x, Z. mays spp. Mays, Improved,,3.956552087
CH701-30,282set_CH701-30,282-4x, Z. mays spp. Mays, Improved,,7.932931957
CH9,282set_CH9,282-4x, Z. mays spp. Mays, Improved,,1.434142304
CI187-2,282set_CI187-2,282-4x, Z. mays spp. Mays, Improved,,4.04568587
CI21E,282set_CI21E,282-4x, Z. mays spp. Mays, Improved,,3.442783174
CI28AGoodman-Buckler,282set_CI28AGoodman-Buckler,282-4x, Z. mays spp. Mays, Improved,,0.864197739
CI31A,282set_CI31A,282-4x, Z. mays spp. Mays, Improved,,4.296306522
CI3A,282set_CI3A,282-4x, Z. mays spp. Mays, Improved,,5.615328
CI64,282set_CI64,282-4x, Z. mays spp. Mays, Improved,,5.889611609
CI66,282set_CI66,282-4x, Z. mays spp. Mays, Improved,,4.852441043
Ci7Goodman-Buckler,282set_Ci7Goodman-Buckler,282-4x, Z. mays spp. Mays, Improved,,3.058403478
Ci90CGoodman-Buckler,282set_Ci90CGoodman-Buckler,282-4x, Z. mays spp. Mays, Improved,,2.023484217
Ci91BGoodman-Buckler,282set_Ci91BGoodman-Buckler,282-4x, Z. mays spp. Mays, Improved,,4.657219304
CM105,282set_CM105,282-4x, Z. mays spp. Mays, Improved,,5.735471609
CM37,282set_CM37,282-4x, Z. mays spp. Mays, Improved,,3.171809609
CM7,282set_CM7,282-4x, Z. mays spp. Mays, Improved,,5.121811826
CML10,282set_CML10,282-4x, Z. mays spp. Mays, Improved,,5.534010913
CML103,282set_CML103,282-4x, Z. mays spp. Mays, Improved,,6.192009783
CML108,282set_CML108,282-4x, Z. mays spp. Mays, Improved,,3.851633217
CML11,282set_CML11,282-4x, Z. mays spp. Mays, Improved,,2.286322043
CML14,282set_CML14,282-4x, Z. mays spp. Mays, Improved,,4.209277174
CML154Q,282set_CML154Q,282-4x, Z. mays spp. Mays, Improved,,4.317601696
CML157Q,282set_CML157Q,282-4x, Z. mays spp. Mays, Improved,,3.275419826
CML158Q,282set_CML158Q,282-4x, Z. mays spp. Mays, Improved,,3.191419304
CML218,282set_CML218,282-4x, Z. mays spp. Mays, Improved,,2.675535783
CML220,282set_CML220,282-4x, Z. mays spp. Mays, Improved,,3.326655261
CML228,282set_CML228,282-4x, Z. mays spp. Mays, Improved,,4.455614217
CML238,282set_CML238,282-4x, Z. mays spp. Mays, Improved,,1.847284174
CML247,282set_CML247,282-4x, Z. mays spp. Mays, Improved,,4.356034696
CML254,282set_CML254,282-4x, Z. mays spp. Mays, Improved,,3.960601565
CML258,282set_CML258,282-4x, Z. mays spp. Mays, Improved,,2.944728913
CML261,282set_CML261,282-4x, Z. mays spp. Mays, Improved,,2.331055304
CML264,282set_CML264,282-4x, Z. mays spp. Mays, Improved,,2.845614391
CML277,282set_CML277,282-4x, Z. mays spp. Mays, Improved,,5.168873739
CML281,282set_CML281,282-4x, Z. mays spp. Mays, Improved,,4.305603
CML287,282set_CML287,282-4x, Z. mays spp. Mays, Improved,,2.327570478
CML311,282set_CML311,282-4x, Z. mays spp. Mays, Improved,,9.96872987
CML314,282set_CML314,282-4x, Z. mays spp. Mays, Improved,,4.256710565
CML321,282set_CML321,282-4x, Z. mays spp. Mays, Improved,,1.950963391
CML322,282set_CML322,282-4x, Z. mays spp. Mays, Improved,,5.09575187
CML323,282set_CML323,282-4x, Z. mays spp. Mays, Improved,,3.339160304
CML328,282set_CML328,282-4x, Z. mays spp. Mays, Improved,,4.356030913
CML331,282set_CML331,282-4x, Z. mays spp. Mays, Improved,,2.66887187
CML332,282set_CML332,282-4x, Z. mays spp. Mays, Improved,,2.564950043
CML333,282set_CML333,282-4x, Z. mays spp. Mays, Improved,,5.168883913
CML341,282set_CML341,282-4x, Z. mays spp. Mays, Improved,,5.104637609
CML38,282set_CML38,282-4x, Z. mays spp. Mays, Improved,,4.156297957
CML45,282set_CML45,282-4x, Z. mays spp. Mays, Improved,,4.693549304
CML5,282set_CML5,282-4x, Z. mays spp. Mays, Improved,,3.231760696
CML52,282set_CML52,282-4x, Z. mays spp. Mays, Improved,,3.160533913
CML61,282set_CML61,282-4x, Z. mays spp. Mays, Improved,,3.459961957
CML69,282set_CML69,282-4x, Z. mays spp. Mays, Improved,,5.046295565
CML77,282set_CML77,282-4x, Z. mays spp. Mays, Improved,,2.675099348
CML91,282set_CML91,282-4x, Z. mays spp. Mays, Improved,,4.22792113
CML92,282set_CML92,282-4x, Z. mays spp. Mays, Improved,,4.299634174
CMV3,282set_CMV3,282-4x, Z. mays spp. Mays, Improved,,2.332054043
CO106,282set_CO106,282-4x, Z. mays spp. Mays, Improved,,3.146904522
CO125,282set_CO125,282-4x, Z. mays spp. Mays, Improved,,4.420128913
CO255,282set_CO255,282-4x, Z. mays spp. Mays, Improved,,2.868114522
D940Y,282set_D940Y,282-4x, Z. mays spp. Mays, Improved,,6.279831261
DE1,282set_DE1,282-4x, Z. mays spp. Mays, Improved,,6.052380652
DE-2,282set_DE-2,282-4x, Z. mays spp. Mays, Improved,,5.985749739
DE811,282set_DE811,282-4x, Z. mays spp. Mays, Improved,,5.270964391
E2558W,282set_E2558W,282-4x, Z. mays spp. Mays, Improved,,3.531213522
EP1,282set_EP1,282-4x, Z. mays spp. Mays, Improved,,1.840067087
F2834T,282set_F2834T,282-4x, Z. mays spp. Mays, Improved,,2.837119696
F6,282set_F6,282-4x, Z. mays spp. Mays, Improved,,2.524906565
F7,282set_F7,282-4x, Z. mays spp. Mays, Improved,,4.810176
GA209,282set_GA209,282-4x, Z. mays spp. Mays, Improved,,4.052295522
GT112,282set_GT112,282-4x, Z. mays spp. Mays, Improved,,3.138196826
H105W,282set_H105W,282-4x, Z. mays spp. Mays, Improved,,4.026422739
H49,282set_H49,282-4x, Z. mays spp. Mays, Improved,,4.205865652
H84,282set_H84,282-4x, Z. mays spp. Mays, Improved,,5.557536
H91,282set_H91,282-4x, Z. mays spp. Mays, Improved,,5.195503565
H95,282set_H95,282-4x, Z. mays spp. Mays, Improved,,4.484825087
H99,282set_H99,282-4x, Z. mays spp. Mays, Improved,,3.945771391
Hi27Goodman-Buckler,282set_Hi27Goodman-Buckler,282-4x, Z. mays spp. Mays, Improved,,5.635351957
HP301,282set_HP301,282-4x, Z. mays spp. Mays, Improved,,4.66470613
I137TN,282set_I137TN,282-4x, Z. mays spp. Mays, Improved,,4.575553565
i1677a,282set_i1677a,282-4x, Z. mays spp. Mays, Improved,,2.941768043
I205,282set_I205,282-4x, Z. mays spp. Mays, Improved,,5.133712174
I29,282set_I29,282-4x, Z. mays spp. Mays, Improved,,2.457366913
IA2132Goodman-Buckler,282set_IA2132Goodman-Buckler,282-4x, Z. mays spp. Mays, Improved,,2.522768348
Ia5125,282set_Ia5125,282-4x, Z. mays spp. Mays, Improved,,4.972228174
IDS28,282set_IDS28,282-4x, Z. mays spp. Mays, Improved,,3.994238348
IDS69,282set_IDS69,282-4x, Z. mays spp. Mays, Improved,,4.755637957
IDS91,282set_IDS91,282-4x, Z. mays spp. Mays, Improved,,4.148178783
Il101,282set_Il101,282-4x, Z. mays spp. Mays, Improved,,2.32631387
Il14H,282set_Il14H,282-4x, Z. mays spp. Mays, Improved,,4.849788261
ILLHy,282set_ILLHy,282-4x, Z. mays spp. Mays, Improved,,6.158347304
K148,282set_K148,282-4x, Z. mays spp. Mays, Improved,,2.387236957
K4,282set_K4,282-4x, Z. mays spp. Mays, Improved,,3.85630787
K55,282set_K55,282-4x, Z. mays spp. Mays, Improved,,2.566570043
K64,282set_K64,282-4x, Z. mays spp. Mays, Improved,,2.179910217
Ki11,282set_Ki11,282-4x, Z. mays spp. Mays, Improved,,6.05712013
Ki14,282set_Ki14,282-4x, Z. mays spp. Mays, Improved,,1.946453478
Ki2021,282set_Ki2021,282-4x, Z. mays spp. Mays, Improved,,10.7818933
Ki21,282set_Ki21,282-4x, Z. mays spp. Mays, Improved,,5.567459348
Ki43,282set_Ki43,282-4x, Z. mays spp. Mays, Improved,,3.048549261
Ki44,282set_Ki44,282-4x, Z. mays spp. Mays, Improved,,4.691190913
Ky21,282set_Ky21,282-4x, Z. mays spp. Mays, Improved,,5.224172609
KY226,282set_KY226,282-4x, Z. mays spp. Mays, Improved,,2.614464783
KY228,282set_KY228,282-4x, Z. mays spp. Mays, Improved,,4.86929987
L317,282set_L317,282-4x, Z. mays spp. Mays, Improved,,2.450527957
L578,282set_L578,282-4x, Z. mays spp. Mays, Improved,,4.14316513
M14,282set_M14,282-4x, Z. mays spp. Mays, Improved,,0.926064522
M162W,282set_M162W,282-4x, Z. mays spp. Mays, Improved,,3.765002348
M37W,282set_M37W,282-4x, Z. mays spp. Mays, Improved,,5.754303261
MEF156-55-2,282set_MEF156-55-2,282-4x, Z. mays spp. Mays, Improved,,4.498184478
Mo17,282set_Mo17,282-4x, Z. mays spp. Mays, Improved,,4.404506087
Mo18W,282set_Mo18W,282-4x, Z. mays spp. Mays, Improved,,4.653632087
MO1W,282set_MO1W,282-4x, Z. mays spp. Mays, Improved,,3.857753217
Mo24W,282set_Mo24W,282-4x, Z. mays spp. Mays, Improved,,4.430051087
Mo44,282set_Mo44,282-4x, Z. mays spp. Mays, Improved,,0.90714587
Mo45,282set_Mo45,282-4x, Z. mays spp. Mays, Improved,,2.334423391
Mo46,282set_Mo46,282-4x, Z. mays spp. Mays, Improved,,2.293254
Mo47,282set_Mo47,282-4x, Z. mays spp. Mays, Improved,,2.426662043
MoG,282set_MoG,282-4x, Z. mays spp. Mays, Improved,,3.807627913
Mp339,282set_Mp339,282-4x, Z. mays spp. Mays, Improved,,3.697422261
MS1334,282set_MS1334,282-4x, Z. mays spp. Mays, Improved,,3.561757304
MS153,282set_MS153,282-4x, Z. mays spp. Mays, Improved,,2.47942213
Ms71,282set_Ms71,282-4x, Z. mays spp. Mays, Improved,,14.77116039
Mt42,282set_Mt42,282-4x, Z. mays spp. Mays, Improved,,4.418486087
N192,282set_N192,282-4x, Z. mays spp. Mays, Improved,,3.880016217
N28Ht,282set_N28Ht,282-4x, Z. mays spp. Mays, Improved,,34.56064983
N6,282set_N6,282-4x, Z. mays spp. Mays, Improved,,6.33017087
NC222,282set_NC222,282-4x, Z. mays spp. Mays, Improved,,2.502633652
NC230,282set_NC230,282-4x, Z. mays spp. Mays, Improved,,3.180488739
NC232,282set_NC232,282-4x, Z. mays spp. Mays, Improved,,8.093592261
NC236,282set_NC236,282-4x, Z. mays spp. Mays, Improved,,4.026846391
NC238,282set_NC238,282-4x, Z. mays spp. Mays, Improved,,3.14636113
NC250,282set_NC250,282-4x, Z. mays spp. Mays, Improved,,3.891420913
NC258,282set_NC258,282-4x, Z. mays spp. Mays, Improved,,4.348874087
NC260,282set_NC260,282-4x, Z. mays spp. Mays, Improved,,6.365010652
NC262,282set_NC262,282-4x, Z. mays spp. Mays, Improved,,2.360158304
NC264,282set_NC264,282-4x, Z. mays spp. Mays, Improved,,4.274654609
NC290A,282set_NC290A,282-4x, Z. mays spp. Mays, Improved,,2.197361087
NC294,282set_NC294,282-4x, Z. mays spp. Mays, Improved,,3.979788783
NC296,282set_NC296,282-4x, Z. mays spp. Mays, Improved,,2.871497217
NC296A,282set_NC296A,282-4x, Z. mays spp. Mays, Improved,,1.57859483
NC300,282set_NC300,282-4x, Z. mays spp. Mays, Improved,,2.812242783
NC302,282set_NC302,282-4x, Z. mays spp. Mays, Improved,,3.100123174
NC304,282set_NC304,282-4x, Z. mays spp. Mays, Improved,,1.362203348
NC306,282set_NC306,282-4x, Z. mays spp. Mays, Improved,,4.256999217
NC310,282set_NC310,282-4x, Z. mays spp. Mays, Improved,,5.20701887
NC314,282set_NC314,282-4x, Z. mays spp. Mays, Improved,,4.180103478
NC318,282set_NC318,282-4x, Z. mays spp. Mays, Improved,,3.373220217
NC320,282set_NC320,282-4x, Z. mays spp. Mays, Improved,,2.566049478
NC324,282set_NC324,282-4x, Z. mays spp. Mays, Improved,,4.274607522
NC326,282set_NC326,282-4x, Z. mays spp. Mays, Improved,,3.702550696
NC328,282set_NC328,282-4x, Z. mays spp. Mays, Improved,,4.95558313
NC33,282set_NC33,282-4x, Z. mays spp. Mays, Improved,,5.61802813
NC336,282set_NC336,282-4x, Z. mays spp. Mays, Improved,,2.801143043
NC338,282set_NC338,282-4x, Z. mays spp. Mays, Improved,,4.076210739
NC340,282set_NC340,282-4x, Z. mays spp. Mays, Improved,,4.675913739
NC342,282set_NC342,282-4x, Z. mays spp. Mays, Improved,,2.271624913
NC344,282set_NC344,282-4x, Z. mays spp. Mays, Improved,,8.043999913
NC346,282set_NC346,282-4x, Z. mays spp. Mays, Improved,,3.183353609
NC348,282set_NC348,282-4x, Z. mays spp. Mays, Improved,,4.912551522
NC350,282set_NC350,282-4x, Z. mays spp. Mays, Improved,,5.01755987
NC352,282set_NC352,282-4x, Z. mays spp. Mays, Improved,,4.666067217
NC354,282set_NC354,282-4x, Z. mays spp. Mays, Improved,,3.60927313
NC356,282set_NC356,282-4x, Z. mays spp. Mays, Improved,,4.719350609
NC358,282set_NC358,282-4x, Z. mays spp. Mays, Improved,,4.644185739
NC360,282set_NC360,282-4x, Z. mays spp. Mays, Improved,,4.637829
NC362,282set_NC362,282-4x, Z. mays spp. Mays, Improved,,6.131202913
NC364,282set_NC364,282-4x, Z. mays spp. Mays, Improved,,4.650401217
NC366,282set_NC366,282-4x, Z. mays spp. Mays, Improved,,2.725543304
NC368,282set_NC368,282-4x, Z. mays spp. Mays, Improved,,4.319166652
ND246,282set_ND246,282-4x, Z. mays spp. Mays, Improved,,2.372302826
Oh40B,282set_Oh40B,282-4x, Z. mays spp. Mays, Improved,,4.037178652
Oh43,282set_Oh43,282-4x, Z. mays spp. Mays, Improved,,7.126910609
Oh43E,282set_Oh43E,282-4x, Z. mays spp. Mays, Improved,,5.095093043
Oh603,282set_Oh603,282-4x, Z. mays spp. Mays, Improved,,4.799004
OH7B,282set_OH7B,282-4x, Z. mays spp. Mays, Improved,,3.844675826
Os420,282set_Os420,282-4x, Z. mays spp. Mays, Improved,,11.69150204
P39Goodman-Buckler,282set_P39Goodman-Buckler,282-4x, Z. mays spp. Mays, Improved,,4.368165391
Pa762,282set_Pa762,282-4x, Z. mays spp. Mays, Improved,,4.857374609
Pa875,282set_Pa875,282-4x, Z. mays spp. Mays, Improved,,2.39048713
Pa880,282set_Pa880,282-4x, Z. mays spp. Mays, Improved,,2.308618957
Pa91,282set_Pa91,282-4x, Z. mays spp. Mays, Improved,,5.396119957
R168,282set_R168,282-4x, Z. mays spp. Mays, Improved,,4.520815826
R177,282set_R177,282-4x, Z. mays spp. Mays, Improved,,5.328274957
R229,282set_R229,282-4x, Z. mays spp. Mays, Improved,,5.677530652
R4,282set_R4,282-4x, Z. mays spp. Mays, Improved,,1.974327913
SA24,282set_SA24,282-4x, Z. mays spp. Mays, Improved,,3.34152
SC213R,282set_SC213R,282-4x, Z. mays spp. Mays, Improved,,2.018831348
SC357,282set_SC357,282-4x, Z. mays spp. Mays, Improved,,3.371397
SC55,282set_SC55,282-4x, Z. mays spp. Mays, Improved,,3.688285435
SD40,282set_SD40,282-4x, Z. mays spp. Mays, Improved,,3.90842387
SD44,282set_SD44,282-4x, Z. mays spp. Mays, Improved,,2.649447
Sg1533,282set_Sg1533,282-4x, Z. mays spp. Mays, Improved,,4.284403435
Sg18,282set_Sg18,282-4x, Z. mays spp. Mays, Improved,,6.002258739
T232,282set_T232,282-4x, Z. mays spp. Mays, Improved,,4.302521087
T234,282set_T234,282-4x, Z. mays spp. Mays, Improved,,3.987183913
T8,282set_T8,282-4x, Z. mays spp. Mays, Improved,,4.575653609
Tx303,282set_Tx303,282-4x, Z. mays spp. Mays, Improved,,4.94440813
Tx601,282set_Tx601,282-4x, Z. mays spp. Mays, Improved,,4.415867609
Tzi10,282set_Tzi10,282-4x, Z. mays spp. Mays, Improved,,3.712044
Tzi11,282set_Tzi11,282-4x, Z. mays spp. Mays, Improved,,3.099121043
Tzi16,282set_Tzi16,282-4x, Z. mays spp. Mays, Improved,,5.465044696
Tzi18,282set_Tzi18,282-4x, Z. mays spp. Mays, Improved,,2.818080783
Tzi25,282set_Tzi25,282-4x, Z. mays spp. Mays, Improved,,4.37083513
Tzi8,282set_Tzi8,282-4x, Z. mays spp. Mays, Improved,,2.83907113
Tzi9,282set_Tzi9,282-4x, Z. mays spp. Mays, Improved,,3.554736261
U267Y,282set_U267Y,282-4x, Z. mays spp. Mays, Improved,,4.586515174
VA102,282set_VA102,282-4x, Z. mays spp. Mays, Improved,,5.514809087
Va14,282set_Va14,282-4x, Z. mays spp. Mays, Improved,,4.71110113
Va17,282set_Va17,282-4x, Z. mays spp. Mays, Improved,,4.107553696
Va22,282set_Va22,282-4x, Z. mays spp. Mays, Improved,,6.59952913
Va26,282set_Va26,282-4x, Z. mays spp. Mays, Improved,,4.986607826
Va35,282set_Va35,282-4x, Z. mays spp. Mays, Improved,,5.576499
Va59,282set_Va59,282-4x, Z. mays spp. Mays, Improved,,1.079493522
Va85,282set_Va85,282-4x, Z. mays spp. Mays, Improved,,7.219951826
Va99,282set_Va99,282-4x, Z. mays spp. Mays, Improved,,5.14121387
VaW6,282set_VaW6,282-4x, Z. mays spp. Mays, Improved,,2.237474478
W117Ht,282set_W117Ht,282-4x, Z. mays spp. Mays, Improved,,6.703113783
W153R,282set_W153R,282-4x, Z. mays spp. Mays, Improved,,4.793874391
W182B,282set_W182B,282-4x, Z. mays spp. Mays, Improved,,1.491479478
W22,282set_W22,282-4x, Z. mays spp. Mays, Improved,,9.334489696
W64A,282set_W64A,282-4x, Z. mays spp. Mays, Improved,,5.586338087
Wf9,282set_Wf9,282-4x, Z. mays spp. Mays, Improved,,4.813961739
Yu796,282set_Yu796,282-4x, Z. mays spp. Mays, Improved,,3.890471478
B73,german_B73,German, Z. mays spp. Mays, Improved,,11.80937061
CH10,german_CH10,German, Z. mays spp. Mays, Improved,,15.73574661
D06,german_D06,German, Z. mays spp. Mays, Improved,,13.35340139
D09,german_D09,German, Z. mays spp. Mays, Improved,,13.80458409
D152,german_D152,German, Z. mays spp. Mays, Improved,,13.16997139
DK105,german_DK105,German, Z. mays spp. Mays, Improved,MR24,58.93318722
EC169,german_EC169,German, Z. mays spp. Mays, Improved,MR25,15.98156739
EC49A,german_EC49A,German, Z. mays spp. Mays, Improved,MR26,13.95813548
EP1,german_EP1,German, Z. mays spp. Mays, Improved,MR02,47.65645652
EP44,german_EP44,German, Z. mays spp. Mays, Improved,MR12,9.51795461
EZ5,german_EZ5,German, Z. mays spp. Mays, Improved,MR14,8.342667243
F03802,german_F03802,German, Z. mays spp. Mays, Improved,MR19,10.78593878
F2,german_F2,German, Z. mays spp. Mays, Improved,MR20,16.18671861
F252,german_F252,German, Z. mays spp. Mays, Improved,MR05,14.35049122
F283,german_F283,German, Z. mays spp. Mays, Improved,MR11,8.897445871
F353,german_F353,German, Z. mays spp. Mays, Improved,MR18,11.72998428
F618,german_F618,German, Z. mays spp. Mays, Improved,MR01,8.755201276
F64,german_F64,German, Z. mays spp. Mays, Improved,MR22,11.68821522
F7,german_F7,German, Z. mays spp. Mays, Improved,MR17,44.10043739
F98902,german_F98902,German, Z. mays spp. Mays, Improved,MR10,11.9433073
FF0721H-7,german_FF0721H-7,German, Z. mays spp. Mays, Improved,MR03,12.77927278
Lo11,german_Lo11,German, Z. mays spp. Mays, Improved,MR23,12.17764191
Mo17,german_Mo17,German, Z. mays spp. Mays, Improved,MR07,11.36934061
PH207,german_PH207,German, Z. mays spp. Mays, Improved,MR09,52.04893974
Teosinte,german_Teosinte,German,Z. mays ssp. parviglumis,Parviglumis,MR06,14.27626635
UH006,german_UH006,German, Z. mays spp. Mays, Improved,MR08,14.0916333
UH007,german_UH007,German, Z. mays spp. Mays, Improved,MR21,13.3786033
UH009,german_UH009,German, Z. mays spp. Mays, Improved,MR13,11.13572338
UH250,german_UH250,German, Z. mays spp. Mays, Improved,,12.79696119
UH304,german_UH304,German, Z. mays spp. Mays, Improved,,11.74954235
W117,german_W117,German, Z. mays spp. Mays, Improved,,13.73653243
B73,B73,HapMap2, Z. mays spp. Mays, Improved,,3.079363506
B97,B97,HapMap2, Z. mays spp. Mays, Improved,,3.964987643
BKN009,BKN009,HapMap2, Z. mays spp. Mays,Landrace,,4.988966174
BKN010,BKN010,HapMap2, Z. mays spp. Mays,Landrace,,4.866104
BKN011,BKN011,HapMap2, Z. mays spp. Mays,Landrace,,5.092294348
BKN014,BKN014,HapMap2, Z. mays spp. Mays,Landrace,,5.011306522
BKN015,BKN015,HapMap2, Z. mays spp. Mays,Landrace,,5.149938435
BKN016,BKN016,HapMap2, Z. mays spp. Mays,Landrace,,4.834701217
BKN017,BKN017,HapMap2, Z. mays spp. Mays,Landrace,,4.844122957
BKN018,BKN018,HapMap2, Z. mays spp. Mays,Landrace,,4.708012087
BKN019,BKN019,HapMap2, Z. mays spp. Mays,Landrace,,4.612511826
BKN020,BKN020,HapMap2, Z. mays spp. Mays,Landrace,,4.969487739
BKN022,BKN022,HapMap2, Z. mays spp. Mays,Landrace,,4.998671565
BKN023,BKN023,HapMap2, Z. mays spp. Mays,Landrace,,4.939780783
